,Date,Integer_Year,Median Bedroom Price,Median List Price Calculated,Median List Price per SqFt Calculated,Median Market Value (Single Family),Month,No. of Bedrooms,Year,Zip_Code,Unnamed: 0,Unnamed: 0.1
1584,4/30/2015,20,132192,117900,77.64390897,115820,4,4,2015,46214,,
1585,4/30/2016,21,137786,124450,78.02433787,121273,4,4,2016,46214,,
1586,4/30/2017,22,149261,130950,80.82193214,130057,4,4,2017,46214,,
1587,4/30/2018,23,160435,144900,88.89802632,141612,4,4,2018,46214,,
1588,4/30/2019,24,174016,159900,93.32579186,155180,4,4,2019,46214,,
1589,4/30/2000,5,117000,125305.0169,65.40671512,99459,4,5,2000,46214,,
1590,4/30/2001,6,117879,128730.6898,68.19612245,104872,4,5,2001,46214,,
1591,4/30/2002,7,123237,122219.2125,69.90268206,108219,4,5,2002,46214,,
1592,4/30/2003,8,128648,123179.665,72.30213843,112888,4,5,2003,46214,,
1593,4/30/2004,9,131594,126755.1567,73.72304848,115690,4,5,2004,46214,,
1594,4/30/2005,10,140234,128964.1461,72.76703965,113957,4,5,2005,46214,,
1595,4/30/2006,11,141692,132559.835,75.41860141,119107,4,5,2006,46214,,
1596,4/30/2007,12,145916,135544.9965,75.73465039,119801,4,5,2007,46214,,
1597,4/30/2008,13,146422,130803.592,74.7660625,118044,4,5,2008,46214,,
1598,4/30/2009,14,139615,122475.2728,70.5667518,110123,4,5,2009,46214,,
1599,4/30/2010,15,147092,124900,75.50624298,118193,4,5,2010,46214,,
1600,4/30/2011,16,132272,115000,70.89552239,108772,4,5,2011,46214,,
1601,4/30/2012,17,125879,116000,68.63799283,106434,4,5,2012,46214,,
1602,4/30/2013,18,130231,118500,68.42791911,107861,4,5,2013,46214,,
1603,4/30/2014,19,142270,117400,72.75132275,118370,4,5,2014,46214,,
1604,4/30/2015,20,137969,117900,77.64390897,115820,4,5,2015,46214,,
1605,4/30/2016,21,143485,124450,78.02433787,121273,4,5,2016,46214,,
1606,4/30/2017,22,157205,130950,80.82193214,130057,4,5,2017,46214,,
1607,4/30/2018,23,167168,144900,88.89802632,141612,4,5,2018,46214,,
1608,4/30/2019,24,181662,159900,93.32579186,155180,4,5,2019,46214,,
1609,5/31/1996,1,113700,66144.81219,40.15331946,135100,5,1,1996,46220,,
1610,5/31/1997,2,113700,103366.257,68.05418362,132800,5,1,1997,46220,,
1611,5/31/1998,3,120800,99356.94095,60.79412303,156200,5,1,1998,46220,,
1612,5/31/1999,4,121900,125536.6478,83.54973555,143500,5,1,1999,46220,,
1613,5/31/2000,5,94827,63475.57379,38.82970064,154342,5,1,2000,46220,,
1614,5/31/2001,6,99211,76574.84908,48.81490064,156333,5,1,2001,46220,,
1615,5/31/2002,7,101572,95380.29559,62.51047879,159444,5,1,2002,46220,,
1616,5/31/2003,8,106425,104458.0972,69.05132184,164002,5,1,2003,46220,,
