Date,Integer_Year,Median Bedroom Price,Month,No. of Bedrooms,Year,Zip_Code
10/28/2012,17,60717,10,1,2012,46214
10/28/2013,18,60423,10,1,2013,46214
10/28/2014,19,61028,10,1,2014,46214
10/28/2015,20,58917,10,1,2015,46214
10/28/2016,21,60150,10,1,2016,46214
10/28/2017,22,63946,10,1,2017,46214
10/28/2018,23,70601,10,1,2018,46214
10/28/2019,24,86055,10,1,2019,46214
10/28/1996,1,88100,10,2,1996,46214
10/28/1997,2,83100,10,2,1997,46214
10/28/1998,3,84300,10,2,1998,46214
10/28/1999,4,88300,10,2,1999,46214
10/28/2000,5,91091,10,2,2000,46214
10/28/2001,6,93130,10,2,2001,46214
10/28/2002,7,93357,10,2,2002,46214
10/28/2003,8,95681,10,2,2003,46214
10/28/2004,9,99068,10,2,2004,46214
10/28/2005,10,100477,10,2,2005,46214
10/28/2006,11,95999,10,2,2006,46214
10/28/2007,12,98241,10,2,2007,46214
10/28/2008,13,94968,10,2,2008,46214
10/28/2009,14,91725,10,2,2009,46214
10/28/2010,15,85864,10,2,2010,46214
10/28/2011,16,81033,10,2,2011,46214
10/28/2012,17,78232,10,2,2012,46214
10/28/2013,18,79848,10,2,2013,46214
10/28/2014,19,82132,10,2,2014,46214
10/28/2015,20,81256,10,2,2015,46214
10/28/2016,21,84775,10,2,2016,46214
10/28/2017,22,90365,10,2,2017,46214
10/28/2018,23,100292,10,2,2018,46214
10/28/2019,24,110687,10,2,2019,46214
10/28/1996,1,93200,10,3,1996,46214
10/28/1997,2,90800,10,3,1997,46214
10/28/1998,3,93000,10,3,1998,46214
10/28/1999,4,96800,10,3,1999,46214
10/28/2000,5,98193,10,3,2000,46214
10/28/2001,6,99666,10,3,2001,46214
10/28/2002,7,101936,10,3,2002,46214
10/28/2003,8,105154,10,3,2003,46214
10/28/2004,9,107377,10,3,2004,46214
10/28/2005,10,108260,10,3,2005,46214
10/28/2006,11,112724,10,3,2006,46214
10/28/2007,12,110603,10,3,2007,46214
10/28/2008,13,107394,10,3,2008,46214
10/28/2009,14,106433,10,3,2009,46214
10/28/2010,15,103543,10,3,2010,46214
10/28/2011,16,98583,10,3,2011,46214
10/28/2012,17,97518,10,3,2012,46214
10/28/2013,18,103261,10,3,2013,46214
10/28/2014,19,108568,10,3,2014,46214
10/28/2015,20,108802,10,3,2015,46214
10/28/2016,21,117293,10,3,2016,46214
10/28/2017,22,126360,10,3,2017,46214
10/28/2018,23,140449,10,3,2018,46214
10/28/2019,24,151023,10,3,2019,46214
10/28/1996,1,122300,10,4,1996,46214
10/28/1997,2,120100,10,4,1997,46214
10/28/1998,3,123100,10,4,1998,46214
10/28/1999,4,127437,10,4,1999,46214
10/28/2000,5,107896,10,4,2000,46214
10/28/2001,6,113897,10,4,2001,46214
10/28/2002,7,118349,10,4,2002,46214
10/28/2003,8,122125,10,4,2003,46214
10/28/2004,9,124256,10,4,2004,46214
10/28/2005,10,128146,10,4,2005,46214
10/28/2006,11,130876,10,4,2006,46214
10/28/2007,12,129294,10,4,2007,46214
10/28/2008,13,130693,10,4,2008,46214
10/28/2009,14,128891,10,4,2009,46214
10/28/2010,15,125723,10,4,2010,46214
10/28/2011,16,122533,10,4,2011,46214
10/28/2012,17,120911,10,4,2012,46214
10/28/2013,18,127539,10,4,2013,46214
10/28/2014,19,133990,10,4,2014,46214
10/28/2015,20,134459,10,4,2015,46214
10/28/2016,21,144472,10,4,2016,46214
10/28/2017,22,153930,10,4,2017,46214
10/28/2018,23,167775,10,4,2018,46214
10/28/2019,24,180113,10,4,2019,46214
10/28/2000,5,115108,10,5,2000,46214
10/28/2001,6,121200,10,5,2001,46214
10/28/2002,7,126198,10,5,2002,46214
10/28/2003,8,130778,10,5,2003,46214
10/28/2004,9,133998,10,5,2004,46214
10/28/2005,10,141551,10,5,2005,46214
10/28/2006,11,146015,10,5,2006,46214
10/28/2007,12,143592,10,5,2007,46214
10/28/2008,13,146017,10,5,2008,46214
10/28/2009,14,143743,10,5,2009,46214
10/28/2010,15,137720,10,5,2010,46214
10/28/2011,16,130522,10,5,2011,46214
10/28/2012,17,126800,10,5,2012,46214
10/28/2013,18,133509,10,5,2013,46214
10/28/2014,19,141214,10,5,2014,46214
10/28/2015,20,140353,10,5,2015,46214
10/28/2016,21,151678,10,5,2016,46214
10/28/2017,22,160184,10,5,2017,46214
10/28/2018,23,174939,10,5,2018,46214
10/28/2019,24,188683,10,5,2019,46214
11/28/1996,1,112800,11,1,1996,46220
11/28/1997,2,116500,11,1,1997,46220
11/28/1998,3,122500,11,1,1998,46220
11/28/1999,4,99702,11,1,1999,46220
11/28/2000,5,95833,11,1,2000,46220
11/28/2001,6,99323,11,1,2001,46220
11/28/2002,7,104759,11,1,2002,46220
11/28/2003,8,107092,11,1,2003,46220
11/28/2004,9,111454,11,1,2004,46220
11/28/2005,10,115340,11,1,2005,46220
11/28/2006,11,116021,11,1,2006,46220
11/28/2007,12,117082,11,1,2007,46220
11/28/2008,13,117128,11,1,2008,46220
11/28/2009,14,119553,11,1,2009,46220
11/28/2010,15,109837,11,1,2010,46220
11/28/2011,16,108869,11,1,2011,46220
11/28/2012,17,108398,11,1,2012,46220
11/28/2013,18,121600,11,1,2013,46220
11/28/2014,19,129230,11,1,2014,46220
11/28/2015,20,128158,11,1,2015,46220
11/28/2016,21,139894,11,1,2016,46220
11/28/2017,22,149215,11,1,2017,46220
11/28/2018,23,166823,11,1,2018,46220
11/28/2019,24,172591,11,1,2019,46220
11/28/1996,1,115800,11,2,1996,46220
11/28/1997,2,125600,11,2,1997,46220
11/28/1998,3,136500,11,2,1998,46220
11/28/1999,4,124491,11,2,1999,46220
11/28/2000,5,129847,11,2,2000,46220
11/28/2001,6,132046,11,2,2001,46220
11/28/2002,7,137392,11,2,2002,46220
11/28/2003,8,141707,11,2,2003,46220
11/28/2004,9,145917,11,2,2004,46220
11/28/2005,10,149951,11,2,2005,46220
11/28/2006,11,151390,11,2,2006,46220
11/28/2007,12,152227,11,2,2007,46220
11/28/2008,13,151232,11,2,2008,46220
11/28/2009,14,154299,11,2,2009,46220
11/28/2010,15,149311,11,2,2010,46220
11/28/2011,16,147359,11,2,2011,46220
11/28/2012,17,150471,11,2,2012,46220
11/28/2013,18,161506,11,2,2013,46220
11/28/2014,19,167543,11,2,2014,46220
11/28/2015,20,166075,11,2,2015,46220
11/28/2016,21,179886,11,2,2016,46220
11/28/2017,22,190078,11,2,2017,46220
11/28/2018,23,207120,11,2,2018,46220
11/28/2019,24,215522,11,2,2019,46220
11/28/1996,1,129000,11,3,1996,46220
11/28/1997,2,148000,11,3,1997,46220
11/28/1998,3,153200,11,3,1998,46220
11/28/1999,4,150047,11,3,1999,46220
11/28/2000,5,151500,11,3,2000,46220
11/28/2001,6,153471,11,3,2001,46220
11/28/2002,7,157685,11,3,2002,46220
11/28/2003,8,163661,11,3,2003,46220
11/28/2004,9,168551,11,3,2004,46220
11/28/2005,10,168530,11,3,2005,46220
11/28/2006,11,170602,11,3,2006,46220
11/28/2007,12,174270,11,3,2007,46220
11/28/2008,13,172237,11,3,2008,46220
11/28/2009,14,175601,11,3,2009,46220
11/28/2010,15,168886,11,3,2010,46220
11/28/2011,16,168115,11,3,2011,46220
11/28/2012,17,170845,11,3,2012,46220
11/28/2013,18,182904,11,3,2013,46220
11/28/2014,19,190774,11,3,2014,46220
11/28/2015,20,187969,11,3,2015,46220
11/28/2016,21,203959,11,3,2016,46220
11/28/2017,22,214759,11,3,2017,46220
11/28/2018,23,232919,11,3,2018,46220
11/28/2019,24,243825,11,3,2019,46220
11/28/1996,1,167300,11,4,1996,46220
11/28/1997,2,180700,11,4,1997,46220
11/28/1998,3,194100,11,4,1998,46220
11/28/1999,4,214457,11,4,1999,46220
11/28/2000,5,221897,11,4,2000,46220
11/28/2001,6,225229,11,4,2001,46220
11/28/2002,7,225533,11,4,2002,46220
11/28/2003,8,235033,11,4,2003,46220
11/28/2004,9,243081,11,4,2004,46220
11/28/2005,10,243865,11,4,2005,46220
11/28/2006,11,254178,11,4,2006,46220
11/28/2007,12,252920,11,4,2007,46220
11/28/2008,13,252074,11,4,2008,46220
11/28/2009,14,252143,11,4,2009,46220
11/28/2010,15,239688,11,4,2010,46220
11/28/2011,16,236507,11,4,2011,46220
11/28/2012,17,243651,11,4,2012,46220
11/28/2013,18,260895,11,4,2013,46220
11/28/2014,19,282930,11,4,2014,46220
11/28/2015,20,279687,11,4,2015,46220
11/28/2016,21,295161,11,4,2016,46220
11/28/2017,22,308339,11,4,2017,46220
11/28/2018,23,324898,11,4,2018,46220
11/28/2019,24,338265,11,4,2019,46220
11/28/1996,1,247000,11,5,1996,46220
11/28/1997,2,276600,11,5,1997,46220
11/28/1998,3,292400,11,5,1998,46220
11/28/1999,4,256724,11,5,1999,46220
11/28/2000,5,277253,11,5,2000,46220
11/28/2001,6,282920,11,5,2001,46220
11/28/2002,7,276115,11,5,2002,46220
11/28/2003,8,301423,11,5,2003,46220
11/28/2004,9,310997,11,5,2004,46220
11/28/2005,10,329422,11,5,2005,46220
11/28/2006,11,346028,11,5,2006,46220
11/28/2007,12,347814,11,5,2007,46220
11/28/2008,13,340050,11,5,2008,46220
11/28/2009,14,349005,11,5,2009,46220
11/28/2010,15,336289,11,5,2010,46220
11/28/2011,16,333089,11,5,2011,46220
11/28/2012,17,346934,11,5,2012,46220
11/28/2013,18,371238,11,5,2013,46220
11/28/2014,19,405633,11,5,2014,46220
11/28/2015,20,393848,11,5,2015,46220
11/28/2016,21,412165,11,5,2016,46220
11/28/2017,22,437272,11,5,2017,46220
11/28/2018,23,456553,11,5,2018,46220
11/28/2019,24,475723,11,5,2019,46220
11/28/2010,15,51884,11,1,2010,46219
11/28/2011,16,41307,11,1,2011,46219
11/28/2012,17,43884,11,1,2012,46219
11/28/2013,18,44834,11,1,2013,46219
11/28/2014,19,50711,11,1,2014,46219
11/28/2015,20,50483,11,1,2015,46219
11/28/2016,21,54083,11,1,2016,46219
11/28/2017,22,61460,11,1,2017,46219
11/28/2018,23,70504,11,1,2018,46219
11/28/2019,24,78949,11,1,2019,46219
11/28/2010,15,68154,11,2,2010,46219
11/28/2011,16,58135,11,2,2011,46219
11/28/2012,17,57717,11,2,2012,46219
11/28/2013,18,61712,11,2,2013,46219
11/28/2014,19,67135,11,2,2014,46219
11/28/2015,20,67948,11,2,2015,46219
11/28/2016,21,72789,11,2,2016,46219
11/28/2017,22,80864,11,2,2017,46219
11/28/2018,23,89340,11,2,2018,46219
11/28/2019,24,98389,11,2,2019,46219
11/28/2010,15,82307,11,3,2010,46219
11/28/2011,16,74986,11,3,2011,46219
11/28/2012,17,76560,11,3,2012,46219
11/28/2013,18,79455,11,3,2013,46219
11/28/2014,19,86532,11,3,2014,46219
11/28/2015,20,87186,11,3,2015,46219
11/28/2016,21,94723,11,3,2016,46219
11/28/2017,22,104253,11,3,2017,46219
11/28/2018,23,116013,11,3,2018,46219
11/28/2019,24,124545,11,3,2019,46219
11/28/2010,15,109300,11,4,2010,46219
11/28/2011,16,100689,11,4,2011,46219
11/28/2012,17,103911,11,4,2012,46219
11/28/2013,18,109760,11,4,2013,46219
11/28/2014,19,115595,11,4,2014,46219
11/28/2015,20,116634,11,4,2015,46219
11/28/2016,21,125818,11,4,2016,46219
11/28/2017,22,135491,11,4,2017,46219
11/28/2018,23,147756,11,4,2018,46219
11/28/2019,24,158199,11,4,2019,46219
11/28/2010,15,120336,11,5,2010,46219
11/28/2011,16,113372,11,5,2011,46219
11/28/2012,17,119856,11,5,2012,46219
11/28/2013,18,126547,11,5,2013,46219
11/28/2014,19,135960,11,5,2014,46219
11/28/2015,20,136121,11,5,2015,46219
11/28/2016,21,146224,11,5,2016,46219
11/28/2017,22,160152,11,5,2017,46219
11/28/2018,23,171006,11,5,2018,46219
11/28/2019,24,184297,11,5,2019,46219
11/28/1996,1,73100,11,1,1996,46227
11/28/1997,2,67700,11,1,1997,46227
11/28/1998,3,68300,11,1,1998,46227
11/28/1999,4,64000,11,1,1999,46227
11/28/2000,5,50629,11,1,2000,46227
11/28/2001,6,50072,11,1,2001,46227
11/28/2002,7,51723,11,1,2002,46227
11/28/2003,8,55695,11,1,2003,46227
11/28/2004,9,56566,11,1,2004,46227
11/28/2005,10,60454,11,1,2005,46227
11/28/2006,11,60674,11,1,2006,46227
11/28/2007,12,62746,11,1,2007,46227
11/28/2008,13,60665,11,1,2008,46227
11/28/2009,14,59731,11,1,2009,46227
11/28/2010,15,62551,11,1,2010,46227
11/28/2011,16,57226,11,1,2011,46227
11/28/2012,17,50225,11,1,2012,46227
11/28/2013,18,56566,11,1,2013,46227
11/28/2014,19,64325,11,1,2014,46227
11/28/2015,20,64227,11,1,2015,46227
11/28/2016,21,70564,11,1,2016,46227
11/28/2017,22,74968,11,1,2017,46227
11/28/2018,23,85657,11,1,2018,46227
11/28/2019,24,91417,11,1,2019,46227
11/28/1996,1,77900,11,2,1996,46227
11/28/1997,2,73000,11,2,1997,46227
11/28/1998,3,76900,11,2,1998,46227
11/28/1999,4,67678,11,2,1999,46227
11/28/2000,5,70184,11,2,2000,46227
11/28/2001,6,73577,11,2,2001,46227
11/28/2002,7,73148,11,2,2002,46227
11/28/2003,8,74476,11,2,2003,46227
11/28/2004,9,74788,11,2,2004,46227
11/28/2005,10,78164,11,2,2005,46227
11/28/2006,11,80455,11,2,2006,46227
11/28/2007,12,82116,11,2,2007,46227
11/28/2008,13,82368,11,2,2008,46227
11/28/2009,14,81764,11,2,2009,46227
11/28/2010,15,77350,11,2,2010,46227
11/28/2011,16,75243,11,2,2011,46227
11/28/2012,17,71889,11,2,2012,46227
11/28/2013,18,75238,11,2,2013,46227
11/28/2014,19,81897,11,2,2014,46227
11/28/2015,20,81303,11,2,2015,46227
11/28/2016,21,88869,11,2,2016,46227
11/28/2017,22,96390,11,2,2017,46227
11/28/2018,23,106053,11,2,2018,46227
11/28/2019,24,115481,11,2,2019,46227
11/28/1996,1,89700,11,3,1996,46227
11/28/1997,2,90800,11,3,1997,46227
11/28/1998,3,102200,11,3,1998,46227
11/28/1999,4,81406,11,3,1999,46227
11/28/2000,5,95226,11,3,2000,46227
11/28/2001,6,98352,11,3,2001,46227
11/28/2002,7,98576,11,3,2002,46227
11/28/2003,8,101848,11,3,2003,46227
11/28/2004,9,104647,11,3,2004,46227
11/28/2005,10,112290,11,3,2005,46227
11/28/2006,11,114919,11,3,2006,46227
11/28/2007,12,112713,11,3,2007,46227
11/28/2008,13,112576,11,3,2008,46227
11/28/2009,14,111517,11,3,2009,46227
11/28/2010,15,106899,11,3,2010,46227
11/28/2011,16,105441,11,3,2011,46227
11/28/2012,17,106973,11,3,2012,46227
11/28/2013,18,112536,11,3,2013,46227
11/28/2014,19,119279,11,3,2014,46227
11/28/2015,20,120576,11,3,2015,46227
11/28/2016,21,128841,11,3,2016,46227
11/28/2017,22,138620,11,3,2017,46227
11/28/2018,23,150695,11,3,2018,46227
11/28/2019,24,160452,11,3,2019,46227
11/28/1996,1,125100,11,4,1996,46227
11/28/1997,2,124600,11,4,1997,46227
11/28/1998,3,127700,11,4,1998,46227
11/28/1999,4,121300,11,4,1999,46227
11/28/2000,5,116782,11,4,2000,46227
11/28/2001,6,117790,11,4,2001,46227
11/28/2002,7,117022,11,4,2002,46227
11/28/2003,8,120152,11,4,2003,46227
11/28/2004,9,121597,11,4,2004,46227
11/28/2005,10,134442,11,4,2005,46227
11/28/2006,11,134786,11,4,2006,46227
11/28/2007,12,132684,11,4,2007,46227
11/28/2008,13,132159,11,4,2008,46227
11/28/2009,14,132354,11,4,2009,46227
11/28/2010,15,127164,11,4,2010,46227
11/28/2011,16,124947,11,4,2011,46227
11/28/2012,17,127675,11,4,2012,46227
11/28/2013,18,132668,11,4,2013,46227
11/28/2014,19,139936,11,4,2014,46227
11/28/2015,20,140771,11,4,2015,46227
11/28/2016,21,149643,11,4,2016,46227
11/28/2017,22,159914,11,4,2017,46227
11/28/2018,23,172370,11,4,2018,46227
11/28/2019,24,182720,11,4,2019,46227
11/28/2000,5,140890,11,5,2000,46227
11/28/2001,6,142101,11,5,2001,46227
11/28/2002,7,139512,11,5,2002,46227
11/28/2003,8,146495,11,5,2003,46227
11/28/2004,9,148699,11,5,2004,46227
11/28/2005,10,159418,11,5,2005,46227
11/28/2006,11,161462,11,5,2006,46227
11/28/2007,12,159568,11,5,2007,46227
11/28/2008,13,160772,11,5,2008,46227
11/28/2009,14,161113,11,5,2009,46227
11/28/2010,15,154235,11,5,2010,46227
11/28/2011,16,147482,11,5,2011,46227
11/28/2012,17,150111,11,5,2012,46227
11/28/2013,18,153663,11,5,2013,46227
11/28/2014,19,165236,11,5,2014,46227
11/28/2015,20,163872,11,5,2015,46227
11/28/2016,21,171948,11,5,2016,46227
11/28/2017,22,182545,11,5,2017,46227
11/28/2018,23,196242,11,5,2018,46227
11/28/2019,24,205884,11,5,2019,46227
11/28/2010,15,76612,11,1,2010,46214
11/28/2011,16,64687,11,1,2011,46214
11/28/2012,17,59797,11,1,2012,46214
11/28/2013,18,60756,11,1,2013,46214
11/28/2014,19,60788,11,1,2014,46214
11/28/2015,20,59166,11,1,2015,46214
11/28/2016,21,59853,11,1,2016,46214
11/28/2017,22,64275,11,1,2017,46214
11/28/2018,23,71715,11,1,2018,46214
11/28/2019,24,87137,11,1,2019,46214
11/28/1996,1,87300,11,2,1996,46214
11/28/1997,2,83000,11,2,1997,46214
11/28/1998,3,84600,11,2,1998,46214
11/28/1999,4,88700,11,2,1999,46214
11/28/2000,5,91279,11,2,2000,46214
11/28/2001,6,93153,11,2,2001,46214
11/28/2002,7,93334,11,2,2002,46214
11/28/2003,8,96050,11,2,2003,46214
11/28/2004,9,99092,11,2,2004,46214
11/28/2005,10,100441,11,2,2005,46214
11/28/2006,11,96055,11,2,2006,46214
11/28/2007,12,98265,11,2,2007,46214
11/28/2008,13,94278,11,2,2008,46214
11/28/2009,14,91756,11,2,2009,46214
11/28/2010,15,85362,11,2,2010,46214
11/28/2011,16,80974,11,2,2011,46214
11/28/2012,17,77431,11,2,2012,46214
11/28/2013,18,80238,11,2,2013,46214
11/28/2014,19,82256,11,2,2014,46214
11/28/2015,20,81734,11,2,2015,46214
11/28/2016,21,84636,11,2,2016,46214
11/28/2017,22,91121,11,2,2017,46214
11/28/2018,23,101212,11,2,2018,46214
11/28/2019,24,111540,11,2,2019,46214
11/28/1996,1,92600,11,3,1996,46214
11/28/1997,2,91000,11,3,1997,46214
11/28/1998,3,93200,11,3,1998,46214
11/28/1999,4,85303,11,3,1999,46214
11/28/2000,5,98590,11,3,2000,46214
11/28/2001,6,99661,11,3,2001,46214
11/28/2002,7,102248,11,3,2002,46214
11/28/2003,8,105286,11,3,2003,46214
11/28/2004,9,107530,11,3,2004,46214
11/28/2005,10,108705,11,3,2005,46214
11/28/2006,11,112641,11,3,2006,46214
11/28/2007,12,110814,11,3,2007,46214
11/28/2008,13,106351,11,3,2008,46214
11/28/2009,14,107056,11,3,2009,46214
11/28/2010,15,103070,11,3,2010,46214
11/28/2011,16,98273,11,3,2011,46214
11/28/2012,17,97297,11,3,2012,46214
11/28/2013,18,103964,11,3,2013,46214
11/28/2014,19,108712,11,3,2014,46214
11/28/2015,20,109662,11,3,2015,46214
11/28/2016,21,117538,11,3,2016,46214
11/28/2017,22,127306,11,3,2017,46214
11/28/2018,23,141501,11,3,2018,46214
11/28/2019,24,151919,11,3,2019,46214
11/28/1996,1,121600,11,4,1996,46214
11/28/1997,2,120500,11,4,1997,46214
11/28/1998,3,122900,11,4,1998,46214
11/28/1999,4,125531,11,4,1999,46214
11/28/2000,5,107627,11,4,2000,46214
11/28/2001,6,113762,11,4,2001,46214
11/28/2002,7,118391,11,4,2002,46214
11/28/2003,8,122292,11,4,2003,46214
11/28/2004,9,124444,11,4,2004,46214
11/28/2005,10,128556,11,4,2005,46214
11/28/2006,11,130668,11,4,2006,46214
11/28/2007,12,129950,11,4,2007,46214
11/28/2008,13,129593,11,4,2008,46214
11/28/2009,14,129968,11,4,2009,46214
11/28/2010,15,125116,11,4,2010,46214
11/28/2011,16,122312,11,4,2011,46214
11/28/2012,17,120216,11,4,2012,46214
11/28/2013,18,128650,11,4,2013,46214
11/28/2014,19,134176,11,4,2014,46214
11/28/2015,20,135367,11,4,2015,46214
11/28/2016,21,145109,11,4,2016,46214
11/28/2017,22,154560,11,4,2017,46214
11/28/2018,23,169211,11,4,2018,46214
11/28/2019,24,181097,11,4,2019,46214
11/28/2000,5,115750,11,5,2000,46214
11/28/2001,6,121090,11,5,2001,46214
11/28/2002,7,126305,11,5,2002,46214
11/28/2003,8,131133,11,5,2003,46214
11/28/2004,9,134237,11,5,2004,46214
11/28/2005,10,142389,11,5,2005,46214
11/28/2006,11,145502,11,5,2006,46214
11/28/2007,12,144468,11,5,2007,46214
11/28/2008,13,144999,11,5,2008,46214
11/28/2009,14,144690,11,5,2009,46214
11/28/2010,15,136499,11,5,2010,46214
11/28/2011,16,130113,11,5,2011,46214
11/28/2012,17,126309,11,5,2012,46214
11/28/2013,18,134587,11,5,2013,46214
11/28/2014,19,141361,11,5,2014,46214
11/28/2015,20,141089,11,5,2015,46214
11/28/2016,21,152598,11,5,2016,46214
11/28/2017,22,160634,11,5,2017,46214
11/28/2018,23,176513,11,5,2018,46214
11/28/2019,24,189764,11,5,2019,46214
12/28/1996,1,112900,12,1,1996,46220
12/28/1997,2,117200,12,1,1997,46220
12/28/1998,3,122500,12,1,1998,46220
12/28/1999,4,98777,12,1,1999,46220
12/28/2000,5,96051,12,1,2000,46220
12/28/2001,6,99610,12,1,2001,46220
12/28/2002,7,105189,12,1,2002,46220
12/28/2003,8,107621,12,1,2003,46220
12/28/2004,9,110964,12,1,2004,46220
12/28/2005,10,115511,12,1,2005,46220
12/28/2006,11,117066,12,1,2006,46220
12/28/2007,12,117035,12,1,2007,46220
12/28/2008,13,116270,12,1,2008,46220
12/28/2009,14,120485,12,1,2009,46220
12/28/2010,15,109246,12,1,2010,46220
12/28/2011,16,108343,12,1,2011,46220
12/28/2012,17,107881,12,1,2012,46220
12/28/2013,18,123694,12,1,2013,46220
12/28/2014,19,130214,12,1,2014,46220
12/28/2015,20,128592,12,1,2015,46220
12/28/2016,21,139782,12,1,2016,46220
12/28/2017,22,149403,12,1,2017,46220
12/28/2018,23,169321,12,1,2018,46220
12/28/2019,24,172684,12,1,2019,46220
12/28/1996,1,116000,12,2,1996,46220
12/28/1997,2,127100,12,2,1997,46220
12/28/1998,3,136000,12,2,1998,46220
12/28/1999,4,123896,12,2,1999,46220
12/28/2000,5,130252,12,2,2000,46220
12/28/2001,6,132678,12,2,2001,46220
12/28/2002,7,138000,12,2,2002,46220
12/28/2003,8,141888,12,2,2003,46220
12/28/2004,9,146417,12,2,2004,46220
12/28/2005,10,150013,12,2,2005,46220
12/28/2006,11,151372,12,2,2006,46220
12/28/2007,12,153088,12,2,2007,46220
12/28/2008,13,149830,12,2,2008,46220
12/28/2009,14,155548,12,2,2009,46220
12/28/2010,15,149275,12,2,2010,46220
12/28/2011,16,146537,12,2,2011,46220
12/28/2012,17,150551,12,2,2012,46220
12/28/2013,18,162964,12,2,2013,46220
12/28/2014,19,167927,12,2,2014,46220
12/28/2015,20,167021,12,2,2015,46220
12/28/2016,21,179646,12,2,2016,46220
12/28/2017,22,191010,12,2,2017,46220
12/28/2018,23,209504,12,2,2018,46220
12/28/2019,24,215573,12,2,2019,46220
12/28/1996,1,128900,12,3,1996,46220
12/28/1997,2,149800,12,3,1997,46220
12/28/1998,3,151800,12,3,1998,46220
12/28/1999,4,150108,12,3,1999,46220
12/28/2000,5,151278,12,3,2000,46220
12/28/2001,6,153625,12,3,2001,46220
12/28/2002,7,157984,12,3,2002,46220
12/28/2003,8,164071,12,3,2003,46220
12/28/2004,9,169158,12,3,2004,46220
12/28/2005,10,168215,12,3,2005,46220
12/28/2006,11,170609,12,3,2006,46220
12/28/2007,12,175416,12,3,2007,46220
12/28/2008,13,170824,12,3,2008,46220
12/28/2009,14,176735,12,3,2009,46220
12/28/2010,15,168840,12,3,2010,46220
12/28/2011,16,167234,12,3,2011,46220
12/28/2012,17,171198,12,3,2012,46220
12/28/2013,18,184322,12,3,2013,46220
12/28/2014,19,190840,12,3,2014,46220
12/28/2015,20,189527,12,3,2015,46220
12/28/2016,21,203599,12,3,2016,46220
12/28/2017,22,215543,12,3,2017,46220
12/28/2018,23,235580,12,3,2018,46220
12/28/2019,24,244010,12,3,2019,46220
12/28/1996,1,168400,12,4,1996,46220
12/28/1997,2,182100,12,4,1997,46220
12/28/1998,3,195000,12,4,1998,46220
12/28/1999,4,214696,12,4,1999,46220
12/28/2000,5,223199,12,4,2000,46220
12/28/2001,6,224937,12,4,2001,46220
12/28/2002,7,225982,12,4,2002,46220
12/28/2003,8,235384,12,4,2003,46220
12/28/2004,9,243675,12,4,2004,46220
12/28/2005,10,244886,12,4,2005,46220
12/28/2006,11,253124,12,4,2006,46220
12/28/2007,12,255086,12,4,2007,46220
12/28/2008,13,249346,12,4,2008,46220
12/28/2009,14,253695,12,4,2009,46220
12/28/2010,15,239624,12,4,2010,46220
12/28/2011,16,235362,12,4,2011,46220
12/28/2012,17,243915,12,4,2012,46220
12/28/2013,18,263393,12,4,2013,46220
12/28/2014,19,283773,12,4,2014,46220
12/28/2015,20,281850,12,4,2015,46220
12/28/2016,21,293692,12,4,2016,46220
12/28/2017,22,309251,12,4,2017,46220
12/28/2018,23,327670,12,4,2018,46220
12/28/2019,24,338727,12,4,2019,46220
12/28/1996,1,249000,12,5,1996,46220
12/28/1997,2,279000,12,5,1997,46220
12/28/1998,3,292300,12,5,1998,46220
12/28/1999,4,258452,12,5,1999,46220
12/28/2000,5,278921,12,5,2000,46220
12/28/2001,6,280537,12,5,2001,46220
12/28/2002,7,277672,12,5,2002,46220
12/28/2003,8,302802,12,5,2003,46220
12/28/2004,9,312670,12,5,2004,46220
12/28/2005,10,329849,12,5,2005,46220
12/28/2006,11,346881,12,5,2006,46220
12/28/2007,12,350706,12,5,2007,46220
12/28/2008,13,335285,12,5,2008,46220
12/28/2009,14,352671,12,5,2009,46220
12/28/2010,15,336200,12,5,2010,46220
12/28/2011,16,331177,12,5,2011,46220
12/28/2012,17,347608,12,5,2012,46220
12/28/2013,18,375230,12,5,2013,46220
12/28/2014,19,407182,12,5,2014,46220
12/28/2015,20,396530,12,5,2015,46220
12/28/2016,21,409146,12,5,2016,46220
12/28/2017,22,438785,12,5,2017,46220
12/28/2018,23,460885,12,5,2018,46220
12/28/2019,24,476078,12,5,2019,46220
12/28/2010,15,50737,12,1,2010,46219
12/28/2011,16,41645,12,1,2011,46219
12/28/2012,17,43403,12,1,2012,46219
12/28/2013,18,45455,12,1,2013,46219
12/28/2014,19,50904,12,1,2014,46219
12/28/2015,20,50291,12,1,2015,46219
12/28/2016,21,55036,12,1,2016,46219
12/28/2017,22,61557,12,1,2017,46219
12/28/2018,23,72000,12,1,2018,46219
12/28/2019,24,78787,12,1,2019,46219
12/28/2010,15,67141,12,2,2010,46219
12/28/2011,16,57806,12,2,2011,46219
12/28/2012,17,57422,12,2,2012,46219
12/28/2013,18,62617,12,2,2013,46219
12/28/2014,19,67459,12,2,2014,46219
12/28/2015,20,67930,12,2,2015,46219
12/28/2016,21,73466,12,2,2016,46219
12/28/2017,22,81028,12,2,2017,46219
12/28/2018,23,90969,12,2,2018,46219
12/28/2019,24,98425,12,2,2019,46219
12/28/2010,15,81922,12,3,2010,46219
12/28/2011,16,74609,12,3,2011,46219
12/28/2012,17,76403,12,3,2012,46219
12/28/2013,18,80223,12,3,2013,46219
12/28/2014,19,86789,12,3,2014,46219
12/28/2015,20,87730,12,3,2015,46219
