,Date,% of Homes Decreasing in Value,% of Homes Increasing in Value,% of Listings with Price Reduction,Median % Reduction,Median List Price,Median List Price per Square Foot,Median Market Value (Single Family),Median Price 1 Bedroom,Median Price 2 Bedroom,Median Price 3 Bedroom,Median Price 4 Bedroom,Median Price 5 Bedroom,Sales per Month,Zip_Code,Month
7476,2013-05-31,74.01,17.83,15.3284671532847,5.06810082733475,57900.0,50.764176374314005,49489.0,32229.0,34885.0,60500.0,71726.0,65535.0,33.0,46241,05
7477,2013-06-30,73.73,14.03,9.459459459459461,5.06329113924051,57900.0,50.7364975450082,49494.0,32484.0,34718.0,60624.0,72210.0,66976.0,37.0,46241,06
7478,2013-07-31,69.53,18.73,18.4713375796178,3.77777777777778,58500.0,50.764176374314005,49220.0,32176.0,34272.0,60434.0,72210.0,67783.0,37.0,46241,07
7479,2013-08-31,85.71,9.37,16.0493827160494,5.66037735849056,65000.0,54.4160243071976,49502.0,31617.0,34341.0,60827.0,72908.0,68649.0,51.0,46241,08
7480,2013-09-30,84.41,11.17,16.3398692810458,4.25531914893616,60000.0,51.5373578874723,49672.0,30956.0,34429.0,61055.0,73369.0,69043.0,34.0,46241,09
7481,2013-10-31,86.43,9.95,16.4383561643836,6.6711140760507,65000.0,51.9442784087136,49786.0,30590.0,34455.0,61339.0,74051.0,70018.0,38.0,46241,10
7482,2013-11-30,89.24,8.41,11.6279069767442,4.93662441627751,64825.0,50.3826530612245,49931.0,30574.0,34580.0,61554.0,74600.0,70760.0,23.0,46241,11
7483,2013-12-31,86.97,10.3,11.8110236220472,5.17241379310345,60750.0,49.893162393162406,50321.0,30789.0,34565.0,62177.0,75524.0,71974.0,25.0,46241,12
7484,2014-01-31,86.7,10.38,12.037037037037,9.81507823613087,65000.0,52.3855398387865,51114.0,31338.0,35002.0,63096.0,76739.0,73516.0,39.0,46241,01
7485,2014-02-28,86.58,9.84,8.18181818181818,4.0809359123731,60000.0,52.208617596894705,52123.0,31976.0,35632.0,64177.0,78143.0,75287.0,34.0,46241,02
7486,2014-03-31,78.52,15.12,16.521739130434803,5.561735261401559,69900.0,55.785545532646,53475.0,32857.0,36655.0,65600.0,79801.0,77539.0,35.0,46241,03
7487,2014-04-30,37.79,51.87,19.8412698412698,5.889281507656059,74950.0,61.712654004106795,54740.0,33572.0,37569.0,66978.0,81091.0,79019.0,30.0,46241,04
7488,2014-05-31,25.9,66.3,14.925373134328401,3.63967242948134,74900.0,61.2946428571429,55868.0,34147.0,38487.0,68125.0,81894.0,79737.0,32.0,46241,05
7489,2014-06-30,24.45,68.85,18.0555555555556,4.085801838610831,74900.0,61.3333333333333,56998.0,34531.0,39396.0,69048.0,82342.0,79683.0,24.0,46241,06
7490,2014-07-31,22.69,71.84,18.791946308724803,4.0032025620496405,72900.0,62.1794871794872,57966.0,35180.0,40370.0,69715.0,83021.0,80163.0,44.0,46241,07
7491,2014-08-31,19.23,75.68,20.3947368421053,4.53054227872176,67000.0,63.244047619047606,58734.0,36016.0,41442.0,70156.0,83475.0,80756.0,28.0,46241,08
7492,2014-09-30,20.57,74.28,13.4615384615385,5.79831932773109,66950.0,59.3888888888889,59275.0,36731.0,42176.0,70526.0,83997.0,81645.0,18.0,46241,09
7493,2014-10-31,18.97,76.67,17.2619047619048,6.368086741918519,65000.0,59.9473684210526,60046.0,37131.0,43205.0,71023.0,84296.0,82080.0,20.0,46241,10
7494,2014-11-30,21.21,74.1,14.556962025316501,7.163969314526111,68350.0,62.22345132743361,60857.0,37688.0,43970.0,71786.0,84981.0,82953.0,14.0,46241,11
7495,2014-12-31,23.69,72.08,7.142857142857139,4.5454545454545405,65000.0,58.9887640449438,61614.0,38241.0,45082.0,72505.0,85641.0,83899.0,32.0,46241,12
7496,2015-01-31,24.0,72.0,11.188811188811199,6.5359709670533,68200.0,60.8084011404117,61776.0,38312.0,45389.0,72779.0,85885.0,84350.0,23.0,46241,01
7497,2015-02-28,24.56,71.35,14.5038167938931,5.81866019024489,67200.0,62.1740062920099,61612.0,38187.0,45497.0,72656.0,85714.0,84494.0,19.0,46241,02
7498,2015-03-31,23.83,72.04,15.5405405405405,4.62249614791987,62750.0,62.8205128205128,61144.0,37773.0,45165.0,72208.0,85014.0,83817.0,26.0,46241,03
7499,2015-04-30,32.53,62.49,13.8728323699422,5.005005005005001,69999.0,64.5431897910417,60992.0,37707.0,45036.0,72100.0,84972.0,84232.0,23.0,46241,04
7500,2015-05-31,40.69,54.26,15.083798882681599,5.318562475736231,68476.0,63.5400105988341,60930.0,37584.0,44885.0,72088.0,85129.0,84527.0,18.0,46241,05
7501,2015-06-30,45.93,47.28,17.1717171717172,4.11764705882353,69900.0,62.7774254914394,60629.0,37468.0,44442.0,72009.0,85407.0,84849.0,26.0,46241,06
7502,2015-07-31,58.65,33.64,15.841584158415802,5.561735261401559,69000.0,63.6479591836735,60346.0,37320.0,44100.0,71767.0,85157.0,84297.0,34.0,46241,07
7503,2015-08-31,60.4,32.04,17.616580310880803,5.83814537488147,69000.0,64.0528560119732,60154.0,37118.0,43624.0,71699.0,84990.0,83990.0,34.0,46241,08
7504,2015-09-30,65.03,27.73,18.6813186813187,5.0025012506253095,69900.0,62.649146802481006,60377.0,37204.0,43588.0,71992.0,85196.0,84201.0,43.0,46241,09
7505,2015-10-31,68.18,24.81,18.0851063829787,4.15772532188841,70499.5,64.5856052344602,60256.0,37284.0,43238.0,72152.0,85621.0,84580.0,20.0,46241,10
7506,2015-11-30,69.14,24.61,17.5824175824176,4.7943762330722,74900.0,64.38492063492059,60480.0,37493.0,43261.0,72619.0,86377.0,85463.0,34.0,46241,11
7507,2015-12-31,42.07,50.87,13.7931034482759,7.29557780559032,72000.0,65.2330571650753,60775.0,37580.0,43397.0,73022.0,87156.0,86166.0,29.0,46241,12
7508,2016-01-31,40.25,53.45,14.556962025316501,3.682520745978,69999.0,63.288796850850105,61538.0,38015.0,43890.0,73803.0,88055.0,87184.0,25.0,46241,01
7509,2016-02-29,40.36,54.06,13.8364779874214,6.909212283044059,68200.0,62.887124497050706,61977.0,38175.0,44079.0,74360.0,88661.0,87602.0,24.0,46241,02
7510,2016-03-31,39.37,55.44,10.8433734939759,6.84968539281747,66500.0,62.0230700976043,61944.0,38338.0,43960.0,74408.0,88673.0,87608.0,37.0,46241,03
7511,2016-04-30,35.5,59.11,17.3333333333333,5.57498057498058,64400.0,61.9587901618269,61270.0,38119.0,43555.0,73769.0,87917.0,86774.0,20.0,46241,04
7512,2016-05-31,23.54,65.85,10.7594936708861,8.54714226115978,69999.0,63.663967611336005,60825.0,38382.0,43617.0,73229.0,87296.0,86525.0,30.0,46241,05
7513,2016-06-30,22.4,66.86,13.3720930232558,4.39462769109224,69900.0,63.499840420681494,61108.0,38913.0,44235.0,73483.0,87442.0,86991.0,10.0,46241,06
8020,2010-09-30,21.78,67.28,16.5322580645161,3.6173633440515,109800.0,72.5190839694657,105846.0,58916.0,81870.0,100957.0,126493.0,225354.0,28.0,46254,09
8021,2010-10-31,16.73,74.87,17.9166666666667,4.1859112285448,110000.0,72.85976205389771,104690.0,58624.0,81517.0,99908.0,124735.0,224295.0,19.0,46254,10
8022,2010-11-30,15.6,76.47,13.3640552995392,5.0343785644561,110750.0,72.9677244798213,103617.0,58325.0,81049.0,98905.0,123000.0,223842.0,33.0,46254,11
8023,2010-12-31,14.95,77.25,9.1324200913242,4.7752297752298,109200.0,69.6634615384615,103216.0,59160.0,81044.0,98470.0,122567.0,224104.0,29.0,46254,12
8024,2011-01-31,11.26,81.62,16.097560975609802,5.8135459339565,109950.0,68.4485006518905,102932.0,58685.0,80741.0,98147.0,122534.0,224709.0,26.0,46254,01
8025,2011-02-28,10.83,82.19,12.962962962963,5.5789927032485,104999.5,68.7499255937618,102403.0,58290.0,80443.0,97614.0,122776.0,225879.0,20.0,46254,02
8026,2011-03-31,10.0,83.88,16.1157024793388,3.8463017808377002,105000.0,68.8642862109124,101564.0,57102.0,79629.0,96770.0,122586.0,226273.0,26.0,46254,03
8027,2011-04-30,7.39,86.24,15.0862068965517,3.8491147036182003,108000.0,68.8642862109124,100067.0,56487.0,78698.0,95278.0,121580.0,224872.0,22.0,46254,04
8028,2011-05-31,6.75,86.82,17.4887892376682,4.105578024941,109900.0,70.6906802178823,98378.0,55489.0,77380.0,93563.0,119865.0,221679.0,28.0,46254,05
8029,2011-06-30,7.14,85.38,16.956521739130398,4.1454941210145995,109900.0,71.4285714285714,96744.0,54483.0,76137.0,91867.0,118554.0,218869.0,38.0,46254,06
8030,2011-07-31,7.98,84.42,18.5185185185185,3.5715561270045,108000.0,71.10576923076921,95941.0,53658.0,75512.0,90894.0,118044.0,218225.0,41.0,46254,07
8031,2011-08-31,8.88,83.62,19.0909090909091,3.0075187969924997,109900.0,70.6205813040063,96110.0,53396.0,75482.0,90957.0,118632.0,219566.0,47.0,46254,08
8032,2011-09-30,11.73,81.01,20.0934579439252,3.3361134278565,110000.0,70.51495016611301,97129.0,53910.0,76025.0,91941.0,119433.0,221438.0,69.0,46254,09
8033,2011-10-31,17.14,75.58,22.3880597014925,3.7536092396534997,110000.0,69.8905109489051,97326.0,53640.0,75622.0,92199.0,119805.0,221431.0,37.0,46254,10
8034,2011-11-30,20.37,71.94,15.7635467980296,4.4444444444444,109900.0,68.7246963562753,97313.0,53199.0,75130.0,92225.0,119896.0,221161.0,23.0,46254,11
8035,2011-12-31,42.33,50.35,11.855670103092802,3.9293676657762004,109900.0,69.8042870456664,96826.0,52091.0,74332.0,91803.0,119484.0,220034.0,34.0,46254,12
8036,2012-01-31,61.22,32.03,10.6508875739645,5.8274277995127,109000.0,69.8042870456664,96352.0,51730.0,73730.0,91421.0,118552.0,218719.0,30.0,46254,01
8037,2012-02-29,66.38,27.52,14.207650273224,3.9246782041017,109900.0,70.1055194805195,96122.0,51359.0,72880.0,91356.0,117478.0,217096.0,28.0,46254,02
8038,2012-03-31,76.34,19.8,15.196078431372499,4.0984703952874,107950.0,69.3268563497571,96389.0,51661.0,72477.0,91756.0,117179.0,216953.0,37.0,46254,03
8039,2012-04-30,72.51,22.23,19.3236714975845,3.9251336898396003,102400.0,69.3268563497571,96910.0,51209.0,71730.0,92367.0,117420.0,217684.0,32.0,46254,04
8040,2012-05-31,69.22,24.39,18.3962264150943,3.6945561081965,100000.0,69.8109488475589,97433.0,50950.0,71448.0,92903.0,118339.0,220511.0,43.0,46254,05
8041,2012-06-30,69.37,24.77,20.2764976958525,4.2918454935622,100000.0,69.6899224806202,97253.0,50768.0,71171.0,92757.0,118445.0,221049.0,53.0,46254,06
8042,2012-07-31,69.12,24.23,15.596330275229398,3.5555555555555998,100000.0,69.3471129695511,97187.0,51198.0,71429.0,92743.0,118775.0,221709.0,51.0,46254,07
8043,2012-08-31,67.78,25.65,18.0094786729858,3.3355570380254,104900.0,68.5926773455378,96796.0,51170.0,71290.0,92327.0,118616.0,220434.0,46.0,46254,08
8044,2012-09-30,74.49,19.27,17.8217821782178,3.4091877610159,104900.0,68.63600981244821,96424.0,50962.0,70904.0,91842.0,118764.0,220211.0,37.0,46254,09
8045,2012-10-31,76.13,17.93,16.751269035533,4.0,102447.5,68.6930406664006,96462.0,50932.0,70831.0,91685.0,119228.0,220624.0,53.0,46254,10
8046,2012-11-30,74.88,19.96,12.9533678756477,3.2292787944026,100000.0,68.0535207575103,95826.0,51214.0,70604.0,91048.0,118748.0,219626.0,33.0,46254,11
8047,2012-12-31,60.54,29.64,9.03614457831325,4.6739130434783,99999.0,68.4911361804996,95472.0,51259.0,70657.0,90761.0,118387.0,219552.0,43.0,46254,12
8048,2013-01-31,33.74,55.88,16.2790697674419,4.3516100957354,100850.0,68.5199744227036,94886.0,51196.0,70504.0,90263.0,117819.0,219041.0,26.0,46254,01
8049,2013-02-28,31.54,57.77,7.60233918128655,4.0032025620496,104000.0,69.2700729927007,94851.0,51201.0,70791.0,90099.0,118132.0,220003.0,29.0,46254,02
8050,2013-03-31,34.3,56.22,8.33333333333333,3.5714923492166,104900.0,70.2319587628866,94667.0,51236.0,70990.0,89775.0,118103.0,219744.0,49.0,46254,03
8051,2013-04-30,46.42,42.55,9.47368421052632,4.0,110000.0,71.7025619369369,95265.0,51640.0,71682.0,90130.0,119034.0,221336.0,41.0,46254,04
8052,2013-05-31,58.72,28.91,14.7619047619048,3.4494653328734,110000.0,73.3558178752108,96083.0,52285.0,72372.0,90815.0,120042.0,222055.0,36.0,46254,05
8053,2013-06-30,71.28,19.58,15.7635467980296,2.4831500532104,114900.0,74.25760335596401,97345.0,53060.0,72863.0,91952.0,121356.0,225282.0,46.0,46254,06
8054,2013-07-31,76.35,16.9,17.4358974358974,2.4186046511628,114900.0,74.8357424441524,97932.0,53467.0,72768.0,92504.0,121857.0,226680.0,48.0,46254,07
8055,2013-08-31,78.16,16.18,15.736040609137099,3.0569020021075,110000.0,73.2680302547631,98660.0,53660.0,72946.0,93243.0,122377.0,229406.0,65.0,46254,08
8056,2013-09-30,69.77,23.01,15.3846153846154,3.0097087378641003,109900.0,73.94766780432309,99242.0,53575.0,73397.0,93888.0,122919.0,230446.0,46.0,46254,09
8057,2013-10-31,68.83,24.06,17.6795580110497,3.8087165601198,109900.0,74.73421052631579,99919.0,53776.0,73973.0,94722.0,123302.0,231834.0,40.0,46254,10
8058,2013-11-30,77.17,15.63,12.5,3.6697247706422003,109900.0,74.22802850356291,101046.0,53858.0,74498.0,95846.0,124314.0,233857.0,25.0,46254,11
8059,2013-12-31,79.38,14.36,8.805031446540882,2.8111367758537997,107450.0,73.60493815796741,102324.0,54661.0,74914.0,97025.0,125604.0,236093.0,39.0,46254,12
8060,2014-01-31,83.91,10.12,10.884353741496598,3.5227272727273,109900.0,73.2828870779977,104164.0,55598.0,75782.0,98654.0,127869.0,239481.0,35.0,46254,01
8061,2014-02-28,82.94,11.39,8.05369127516779,4.5495905368517,114950.0,76.2136996608052,105855.0,56896.0,76764.0,100258.0,129955.0,242965.0,36.0,46254,02
8062,2014-03-31,83.09,11.55,14.4508670520231,3.3613445378151,115000.0,76.90476190476191,107637.0,58003.0,77904.0,101981.0,132339.0,247363.0,46.0,46254,03
8063,2014-04-30,58.4,33.87,14.444444444444402,2.9085201987294,115000.0,77.7744346880749,108501.0,59024.0,78548.0,102934.0,133267.0,249440.0,64.0,46254,04
8064,2014-05-31,40.52,50.94,14.507772020725401,2.7041644131963,115000.0,80.152027027027,108845.0,59313.0,78904.0,103349.0,133429.0,250504.0,37.0,46254,05
8065,2014-06-30,33.22,59.8,15.736040609137099,2.4913068283687996,117000.0,80.9661540335883,108999.0,59200.0,79212.0,103594.0,133119.0,250588.0,53.0,46254,06
8066,2014-07-31,29.25,63.61,20.2020202020202,2.000400160064,115000.0,79.79233226837059,109583.0,59166.0,79912.0,104190.0,133349.0,251563.0,54.0,46254,07
8067,2014-08-31,28.78,64.66,22.4489795918367,2.8332466897037,112700.0,77.9583875162549,110070.0,59867.0,80498.0,104762.0,133703.0,252387.0,57.0,46254,08
8068,2014-09-30,31.05,62.05,19.0243902439024,2.5020850708924,112250.0,76.417419884963,110314.0,60731.0,80853.0,105063.0,133776.0,252537.0,32.0,46254,09
8069,2014-10-31,32.75,61.59,19.0,3.1143857865764,109950.0,76.3955231292947,110333.0,61351.0,81115.0,105117.0,133839.0,252905.0,27.0,46254,10
8070,2014-11-30,31.78,62.24,12.9943502824859,2.6458426839615,109900.0,74.3626062322946,110597.0,62061.0,81538.0,105377.0,134176.0,253523.0,25.0,46254,11
8071,2014-12-31,30.44,63.79,8.38709677419355,1.6949152542373,109900.0,72.7590221187427,110791.0,62541.0,81965.0,105636.0,134407.0,254129.0,44.0,46254,12
8072,2015-01-31,28.66,66.44,11.764705882352901,4.434782608695599,107900.0,71.4564369310793,110499.0,63136.0,81888.0,105438.0,133990.0,253730.0,19.0,46254,01
8073,2015-02-28,29.16,66.42,11.594202898550698,3.5324365680937,111000.0,69.6600873292544,109888.0,63163.0,81450.0,104925.0,133291.0,252363.0,14.0,46254,02
8074,2015-03-31,28.65,66.63,11.3207547169811,2.6329647182727998,114950.0,73.7580766184501,109133.0,63175.0,80781.0,104248.0,132468.0,250725.0,24.0,46254,03
8075,2015-04-30,35.29,58.64,9.47368421052632,3.8461538461538,119700.0,77.4655670314666,109063.0,63071.0,80640.0,104273.0,132514.0,250078.0,37.0,46254,04
8076,2015-05-31,45.94,47.25,15.6756756756757,3.922970386427,119945.0,79.2993281228575,109423.0,63391.0,80694.0,104711.0,132887.0,250138.0,30.0,46254,05
8077,2015-06-30,53.52,38.26,13.170731707317099,2.7793218454697,117950.0,79.7101449275362,109686.0,64093.0,80778.0,105045.0,133296.0,249590.0,33.0,46254,06
8078,2015-07-31,60.39,31.19,21.505376344086,2.483339216756,117950.0,79.7101449275362,109350.0,64072.0,80220.0,104764.0,133078.0,247554.0,48.0,46254,07
8079,2015-08-31,61.27,29.79,18.181818181818198,2.5305216847959,116750.0,79.43028062837409,108905.0,63842.0,79693.0,104306.0,132759.0,245606.0,41.0,46254,08
8080,2015-09-30,63.46,28.3,22.7777777777778,2.9142857142857004,114900.0,79.187105816398,109025.0,63666.0,79427.0,104388.0,133041.0,245436.0,84.0,46254,09
8081,2015-10-31,62.05,27.76,18.6440677966102,2.6845637583892996,115000.0,76.86651583710409,109326.0,64260.0,79299.0,104626.0,133303.0,245601.0,38.0,46254,10
8082,2015-11-30,61.5,27.94,12.1951219512195,1.3483146067416,115000.0,76.3370828924244,109950.0,64929.0,79485.0,105269.0,133992.0,246481.0,47.0,46254,11
8083,2015-12-31,27.88,64.7,9.79020979020979,3.078411811652,113700.0,75.34871962246791,110633.0,65485.0,79684.0,105929.0,134693.0,247159.0,35.0,46254,12
8084,2016-01-31,25.63,67.55,11.2068965517241,3.0485936485204,111600.0,73.3754389939957,111617.0,65378.0,80099.0,106925.0,135872.0,248468.0,26.0,46254,01
8085,2016-02-29,26.42,66.67,8.66141732283465,4.7628571428571,112000.0,73.3926495554008,112348.0,65269.0,80309.0,107667.0,136679.0,249101.0,21.0,46254,02
8086,2016-03-31,23.96,69.44,9.420289855072461,3.0519135664657004,114750.0,77.87426321341191,112427.0,65408.0,80343.0,107841.0,136446.0,248618.0,34.0,46254,03
8087,2016-04-30,19.12,73.85,10.273972602739699,2.6361031518625,115000.0,76.7178658043654,112151.0,65759.0,80325.0,107623.0,135719.0,247354.0,44.0,46254,04
8088,2016-05-31,10.24,82.19,5.33333333333333,2.3787852025137,115000.0,76.68285912560721,111790.0,66270.0,80221.0,107277.0,135171.0,246300.0,37.0,46254,05
8089,2016-06-30,9.3,83.16,10.0,3.5977465736147005,115000.0,76.68285912560721,112279.0,66343.0,80588.0,107735.0,135907.0,246737.0,13.0,46254,06
8308,2010-09-30,22.57,60.74,23.6220472440945,3.22788896061975,225000.0,97.3796033994334,180314.0,118394.0,112454.0,151038.0,223754.0,387266.0,20.0,46256,09
8309,2010-10-31,16.85,66.96,22.0883534136546,3.84615384615384,222450.0,96.20320855614972,179102.0,116837.0,111536.0,150004.0,222088.0,382702.0,12.0,46256,10
8310,2010-11-30,17.06,67.55,11.7391304347826,3.77778196263192,214900.0,95.1557093425606,177735.0,115941.0,111077.0,148773.0,220376.0,377905.0,26.0,46256,11
8311,2010-12-31,15.94,69.28,8.955223880597009,2.85795941697627,202425.0,94.26184862019409,177432.0,115240.0,111028.0,148214.0,220172.0,377339.0,30.0,46256,12
8312,2011-01-31,17.1,69.18,20.1086956521739,3.78717088990271,185900.0,92.9331841432225,177473.0,114903.0,110977.0,148065.0,220220.0,377067.0,6.0,46256,01
8313,2011-02-28,16.41,71.37,7.5,2.85714285714286,182900.0,92.30963921073759,177308.0,114889.0,110660.0,147913.0,219907.0,376190.0,12.0,46256,02
8314,2011-03-31,22.18,64.65,13.6792452830189,2.85877644368211,180000.0,93.8761776581427,176603.0,114681.0,109835.0,147362.0,218639.0,374343.0,26.0,46256,03
8315,2011-04-30,19.9,67.1,20.0,2.31595826021904,185900.0,94.3919716646989,174821.0,113767.0,108512.0,146093.0,216179.0,371128.0,18.0,46256,04
8316,2011-05-31,18.01,69.78,17.194570135746602,2.96355820192945,187900.0,94.65493910690121,172687.0,111206.0,106657.0,144366.0,213414.0,366902.0,23.0,46256,05
8317,2011-06-30,18.11,72.34,18.775510204081602,3.1633311814073597,199500.0,95.725865880619,171360.0,108897.0,105090.0,143321.0,211607.0,364050.0,32.0,46256,06
8318,2011-07-31,18.94,70.61,23.2931726907631,2.77932184546971,199000.0,95.743304601169,171331.0,107722.0,104334.0,143034.0,211367.0,364504.0,22.0,46256,07
8319,2011-08-31,20.93,68.15,23.628691983122398,2.77854981162374,199900.0,95.9579689359955,172601.0,108029.0,105625.0,143621.0,212806.0,368355.0,27.0,46256,08
8320,2011-09-30,21.12,66.95,18.454935622317603,2.87545030413985,192400.0,95.1904296875,173941.0,107910.0,107283.0,144333.0,214604.0,372965.0,25.0,46256,09
8321,2011-10-31,21.07,67.24,15.5172413793103,3.03214069132808,182900.0,94.665404040404,174270.0,106465.0,107848.0,144384.0,215079.0,374877.0,23.0,46256,10
8322,2011-11-30,20.96,68.3,16.5876777251185,3.38289962825279,174900.0,93.6941086465122,174218.0,104740.0,107177.0,144257.0,215212.0,376561.0,27.0,46256,11
8323,2011-12-31,52.82,34.49,8.2051282051282,4.17014178482068,174900.0,93.9385723252894,173388.0,103656.0,106160.0,143553.0,214342.0,376173.0,22.0,46256,12
8324,2012-01-31,71.87,20.01,13.450292397660801,3.33388907413582,180000.0,95.14857489387511,172239.0,103174.0,105226.0,142551.0,213080.0,375183.0,13.0,46256,01
8325,2012-02-29,73.23,18.94,16.5680473372781,3.2258064516129,181450.0,94.5715079903513,171374.0,102738.0,104321.0,141813.0,212174.0,373522.0,25.0,46256,02
8326,2012-03-31,77.04,16.72,15.0753768844221,3.3333333333333304,183700.0,93.99421128798842,171824.0,101963.0,104303.0,142151.0,212917.0,374434.0,19.0,46256,03
8327,2012-04-30,75.6,16.87,17.8260869565217,3.22788896061975,189900.0,94.97623896809229,173121.0,101129.0,104663.0,142842.0,214949.0,377352.0,22.0,46256,04
8328,2012-05-31,72.67,20.16,23.1075697211155,2.5401527119536604,204900.0,94.91695327651631,175192.0,102010.0,105545.0,144236.0,217494.0,382642.0,37.0,46256,05
8329,2012-06-30,70.66,21.87,25.287356321839102,2.98211572672185,199900.0,94.4137684646251,176089.0,102637.0,105811.0,144690.0,218279.0,384905.0,35.0,46256,06
8330,2012-07-31,66.63,24.78,23.2558139534884,2.9733009708737796,194500.0,93.2922127987664,176855.0,102070.0,106328.0,145391.0,218753.0,386186.0,33.0,46256,07
8331,2012-08-31,63.55,28.73,24.0816326530612,2.83594191447039,189995.0,92.5347222222222,176374.0,99995.0,105754.0,145170.0,217954.0,384256.0,30.0,46256,08
8332,2012-09-30,64.74,28.66,17.592592592592602,2.77932184546971,189995.0,92.2020566271801,176255.0,98945.0,105188.0,145034.0,217951.0,383753.0,35.0,46256,09
8333,2012-10-31,62.91,30.11,18.974358974359,3.12695434646654,199900.0,89.3325387365912,176724.0,99819.0,105068.0,145411.0,218728.0,384839.0,31.0,46256,10
8334,2012-11-30,64.57,28.97,10.112359550561802,3.41041656099876,192200.0,90.11574294823049,176274.0,100727.0,104710.0,145043.0,218407.0,384040.0,20.0,46256,11
8335,2012-12-31,48.15,39.24,6.25,3.92467820410174,189900.0,90.11574294823049,176510.0,101557.0,104796.0,145185.0,218858.0,383875.0,34.0,46256,12
8336,2013-01-31,28.39,57.21,17.3333333333333,2.8653295128939904,188950.0,90.3805388524566,176466.0,101836.0,104786.0,145019.0,219262.0,382854.0,19.0,46256,01
8337,2013-02-28,24.99,61.12,18.9873417721519,3.63768643142961,188950.0,90.292406648025,177469.0,102084.0,106089.0,145437.0,221082.0,385021.0,22.0,46256,02
8338,2013-03-31,18.3,72.31,12.9032258064516,2.60914941728997,179425.0,89.3920984257986,177777.0,101460.0,106888.0,145469.0,221999.0,386367.0,15.0,46256,03
8339,2013-04-30,24.07,63.57,9.17874396135266,3.9069907076483195,181700.0,90.98484464471349,179043.0,101586.0,108094.0,146465.0,223392.0,389037.0,37.0,46256,04
8340,2013-05-31,45.25,39.9,14.678899082568801,3.22684737011939,189500.0,94.39252336448601,180263.0,100909.0,108946.0,147467.0,224657.0,390746.0,43.0,46256,05
8341,2013-06-30,55.38,29.64,14.912280701754401,2.63296471827278,194950.0,96.1945031712474,181519.0,100657.0,109786.0,148424.0,226614.0,393018.0,41.0,46256,06
8342,2013-07-31,68.03,20.6,13.135593220339,3.1392347489908397,199925.0,98.55206582180271,181931.0,100506.0,109885.0,148683.0,227637.0,393956.0,38.0,46256,07
8343,2013-08-31,80.82,12.75,16.3090128755365,2.70416441319632,209000.0,98.5903699710223,183013.0,100959.0,109942.0,149623.0,229396.0,396399.0,56.0,46256,08
8344,2013-09-30,82.0,11.73,19.819819819819802,2.8285209192692995,214900.0,98.8870308889106,184412.0,101384.0,110292.0,150936.0,230781.0,398831.0,44.0,46256,09
8345,2013-10-31,81.74,12.88,22.2222222222222,2.9576713739335094,206700.0,97.6851851851852,185436.0,100732.0,110737.0,151692.0,232012.0,401139.0,31.0,46256,10
8346,2013-11-30,80.1,13.55,12.037037037037,2.27324391907252,204900.0,98.2168378422694,187052.0,100167.0,111933.0,152817.0,233924.0,404161.0,25.0,46256,11
8347,2013-12-31,80.9,13.95,11.351351351351399,3.12597686777117,214900.0,97.1902017291066,188415.0,99254.0,113198.0,153778.0,235540.0,407371.0,34.0,46256,12
8348,2014-01-31,73.14,19.94,13.9240506329114,2.81904914457591,204900.0,96.06822390734399,190970.0,99277.0,114907.0,155733.0,238134.0,411862.0,21.0,46256,01
8349,2014-02-28,70.2,22.11,13.2530120481928,2.81722729924169,189900.0,95.76229673417679,193444.0,98898.0,115597.0,157905.0,240635.0,415555.0,23.0,46256,02
8350,2014-03-31,73.27,20.56,13.7755102040816,2.3541045309959903,189900.0,96.81724193736059,196401.0,99676.0,116629.0,160468.0,243713.0,419401.0,35.0,46256,03
8351,2014-04-30,58.0,34.4,17.727272727272698,1.8188432157148,199500.0,98.1585354289102,197401.0,99503.0,116789.0,161611.0,245120.0,420814.0,47.0,46256,04
8352,2014-05-31,36.59,54.57,16.3179916317992,2.22828558435653,199900.0,98.718008569087,197124.0,99748.0,116780.0,161551.0,245113.0,420849.0,38.0,46256,05
8353,2014-06-30,30.24,62.74,20.158102766798397,2.56508917904119,219900.0,98.6652385601707,196643.0,99545.0,116754.0,161208.0,244747.0,420835.0,53.0,46256,06
8354,2014-07-31,26.46,67.77,25.0,2.24848555802983,209900.0,96.937994386323,197281.0,99543.0,116902.0,161480.0,245595.0,422599.0,68.0,46256,07
8355,2014-08-31,25.09,69.68,21.5447154471545,2.7303754266211597,205000.0,96.76899719316151,197885.0,99532.0,117248.0,161691.0,246389.0,423961.0,49.0,46256,08
8356,2014-09-30,23.0,71.91,25.3061224489796,3.0505050505050497,210950.0,97.47618120896229,197671.0,99631.0,116957.0,161326.0,246631.0,423795.0,34.0,46256,09
8357,2014-10-31,24.58,70.5,28.4444444444444,2.46671983557317,199900.0,97.52589182968929,197336.0,99995.0,116908.0,161219.0,246392.0,422685.0,19.0,46256,10
8358,2014-11-30,26.45,69.27,18.932038834951502,2.98730395817774,195000.0,96.84361549497851,197502.0,101100.0,117098.0,161443.0,246842.0,422643.0,25.0,46256,11
8359,2014-12-31,25.59,70.21,15.642458100558699,3.09090909090909,194900.0,97.87385107921101,197787.0,101945.0,116999.0,161905.0,247254.0,422339.0,32.0,46256,12
8360,2015-01-31,28.93,66.63,12.716763005780301,2.60594218563787,189900.0,98.24554893434791,197040.0,102145.0,116207.0,161401.0,246814.0,421408.0,20.0,46256,01
